No.,Puesto Institucional,Grado jerárquico o escala al que pertenece el puesto,Remuneración mensual unificada,Remuneración unificada (anual),Décimo Tercera Remuneración,Décima Cuarta Remuneración,Horas suplementarias y extraordinarias,Encargos y subrogaciones,Total ingresos adicionales
6500,AYUDANTE DE MANTENIMIENTO  ,1,900.57,"10,806.84",536.73,225.19,136.87,0,898.79
6501,SUPERVISOR RCRS  ,5,"2,470.00","29,640.00","1,440.81",225.19,0,0,"1,666.00"
6502,ANALISTA ADMINISTRATIVA  ,3,"1,927.00","23,124.00","1,124.06",225.19,0,0,"1,349.25"
6503,SUPERINTENDENTE DE MOVIMIENTO DE PASIVOS  ,6,"3,900.00","46,800.00","2,275.00",225.19,0,0,"2,500.19"
6504,COORDINADOR GENERAL DE COMPRAS E IMPORTACIONES ( E ) ,6,"2,575.00","30,900.00","1,502.06",225.19,0,"5,834.80","7,562.05"
6505,ANALISTA PROMOTOR LABORAL ( E ) ,3,580,"6,960.00",338.31,225.19,0,"2,352.00","2,915.50"
6506,TÉCNICO ELÉCTRICO (SUBESTACIONES) ( E ) ,3,620,"7,440.00",368.76,225.19,85.07,"2,765.00","3,444.02"
6507,OPERADOR DE PLANTA DE GENERACIÓN  ,3,"1,015.00","12,180.00",658.6,225.19,798.23,0,"1,682.02"
6508,ANALISTA DE TI  ,3,"1,907.00","22,884.00","1,112.44",225.19,0,0,"1,337.63"
6509,GEÓLOGO  ,5,"4,556.00","54,672.00","2,727.29",225.19,835.26,0,"3,787.74"
6510,TÉCNICO ELÉCTRICO (LÍNEAS) ( E ) ,3,620,"7,440.00",367.9,225.19,74.74,"2,765.00","3,432.83"
6511,SUPERVISOR DE CONSTRUCCIONES ( E ) ,5,"2,624.00","31,488.00","1,599.02",225.19,820,"2,303.00","4,947.21"
6512,SUPERVISOR DE REMEDIACIÓN ( E ) ,5,"2,229.00","26,748.00","1,300.25",225.19,0,"1,197.00","2,722.44"
6513,AYUDANTE PAV  ,1,620,"7,440.00",361.68,225.19,0,0,586.87
6514,INGENIERO DE OPERACIONES Y COMPLETACIÓN ( E ) ,5,"1,850.00","22,200.00","1,111.31",225.19,385.43,"2,555.00","4,276.93"
6515,OPERADOR DE PLANTA DE GENERACIÓN  ,3,"1,015.00","12,180.00",639.58,225.19,569.87,0,"1,434.64"
6516,INGENIERO DE INSTRUMENTACIÓN Y CONTROL  ,5,"2,953.00","35,436.00","2,128.60",225.19,"4,872.45",0,"7,226.24"
6517,TÉCNICO MECÁNICO  ,3,"1,204.00","14,448.00",702.31,225.19,0,0,927.5
6518,AYUDANTE DE SEGURIDAD Y AMBIENTE  ,1,796,"9,552.00",483.63,225.19,231.79,0,940.61
6519,BODEGUERO DE COMBUSTIBLE  ,2,916,"10,992.00",534.31,225.19,0,0,759.5
6520,SUPERVISOR RCRS ( E ) ,5,"2,606.00","31,272.00","1,520.19",225.19,0,0,"1,745.38"
6521,INGENIERO DE SOPORTE DE CONSTRUCCIONES  ,4,"2,229.00","26,748.00","1,300.25",225.19,0,0,"1,525.44"
6522,TÉCNICO INSTRUMENTISTA  ,3,"1,015.00","12,180.00",595.59,225.19,42.29,0,863.07
6523,OPERADOR DE ISLA  ,3,"1,334.00","16,008.00",834.21,225.19,672.57,0,"1,731.97"
6524,ANALISTA DE TI ( E ) ,3,"1,334.00","16,008.00",778.19,225.19,0,0,"1,003.38"
6525,OPERADOR DE PLANTA  ,3,"1,015.00","12,180.00",640.95,225.19,586.4,0,"1,452.54"
6526,OPERADOR DE ISLA  ,3,"1,334.00","16,008.00",846.94,225.19,825.43,0,"1,897.56"
6527,SUPERINTENDENTE DE CONSTRUCCIONES  ,6,"3,150.00","37,800.00","1,837.50",225.19,0,0,"2,062.69"
6528,AYUDANTE DE ALMACÉN  ,1,465,"5,580.00",271.25,225.19,0,0,496.44
6529,COORDINADOR GENERAL DE PROYECTO AMAZONIA VIVA ( E ) ,6,"2,229.00","26,748.00","1,300.25",225.19,0,"7,294.00","8,819.44"
6530,BODEGUERO  ,2,950,"11,400.00",554.19,225.19,0,0,779.38
6531,TÉCNICO OVERHAUL  ,3,"2,273.00","27,276.00","1,347.01",225.19,252.88,0,"1,825.08"
6532,AUXILIAR DE PROYECTOS  ,1,580,"6,960.00",338.31,225.19,0,0,563.5
6533,OPERADOR DE PLANTA  ,3,"1,815.00","21,780.00","1,191.08",225.19,"1,588.13",0,"3,004.40"
6534,SUPERVISOR DE REACONDICIONAMIENTO  ,5,"2,495.30","29,943.60","1,800.43",225.19,"4,138.06",0,"6,163.68"
6535,AYUDANTE DE SEGURIDAD Y AMBIENTE  ,1,796,"9,552.00",464.31,225.19,0,0,689.5
6536,TÉCNICO DE OPERACIONES  ,4,"1,815.00","21,780.00","1,058.75",225.19,0,0,"1,283.94"
6537,AYUDANTE PAV  ,1,620,"7,440.00",361.68,225.19,0,0,586.87
6538,AYUDANTE DE PRODUCCIÓN  ,1,620,"7,440.00",361.68,225.19,0,0,586.87
6539,ASISTENTE ADMINISTRATIVA ( E ) ,2,763,"9,156.00",495.24,225.19,602.05,387.6,"1,710.08"
6540,SUPERVISOR DE INSTRUMENTACIÓN  ,5,"2,200.00","26,400.00","1,304.80",225.19,257.81,0,"1,787.80"
6541,TÉCNICO INSTRUMENTISTA PLANTA DE GENERACIÓN  ,3,"1,015.00","12,180.00",596.65,225.19,54.88,0,876.72
6542,ANALISTA DE CONTROL DE COSTOS ( E ) ,3,885,"10,620.00",594.04,225.19,933.59,910,"2,662.82"
6543,SUPERVISOR DE INSTRUMENTACIÓN  ,5,"3,100.00","37,200.00","1,808.31",225.19,0,0,"2,033.50"
6544,OPERADOR DE ISLA  ,3,"1,015.00","12,180.00",643.46,225.19,616.39,0,"1,485.04"
6545,AYUDANTE PAV  ,1,620,"7,440.00",359.1,223.04,0,0,582.14
6546,JEFE DE CAMPO  ( S ),7,"4,967.00","59,604.00","2,897.44",225.19,0,"7,931.00","11,053.63"
6547,BODEGUERO (CL) ( E ) ,2,855,"10,260.00",498.75,225.19,0,0,723.94
6548,OPERADOR DE ISLA  ,3,"1,334.00","16,008.00",839.3,225.19,733.71,0,"1,798.20"
6549,AYUDANTE PAV  ,1,620,"7,440.00",361.68,225.19,0,0,586.87
6550,SUPERVISOR DE PRODUCCIÓN  ,5,"2,953.00","35,436.00","2,132.73",225.19,"4,921.68",0,"7,279.60"
6551,OPERADOR DE ISLA  ,3,"1,015.00","12,180.00",647.67,225.19,667.13,0,"1,539.99"
6552,AYUDANTE DE PRODUCCIÓN  ,1,796,"9,552.00",490.91,225.19,319.25,0,"1,035.35"
6553,SUPERVISOR DE PLANTA  ,5,"2,500.00","30,000.00","1,458.31",225.19,0,0,"1,683.50"
6554,AYUDANTE AUTOMOTRIZ  ,1,465,"5,580.00",271.25,225.19,0,0,496.44
6555,AYUDANTE DE MANTENIMIENTO  ,1,620,"7,440.00",362.76,225.19,12.86,0,600.81
6556,TÉCNICO INSTRUMENTISTA  ( S ),3,620,"7,440.00",370.82,225.19,109.93,"7,938.00","8,643.94"
6557,ANALISTA DE CONTROL DE COSTOS  ,3,"1,310.00","15,720.00",764.19,225.19,0,0,989.38
6558,OPERADOR DE PLANTA  ,3,"1,334.00","16,008.00",840.57,225.19,749,0,"1,814.76"
6559,TÉCNICO INSTRUMENTISTA  ,3,"1,015.00","12,180.00",608.86,225.19,201.53,0,"1,035.58"
6560,OPERADOR DE ISLA  ,3,"1,015.00","12,180.00",639.73,225.19,571.8,0,"1,436.72"
6561,SUPERVISOR DE INSTRUMENTACIÓN  ,5,"3,004.00","36,048.00","1,752.31",225.19,0,0,"1,977.50"
6562,OPERADOR DE ISLA  ,3,"1,015.00","12,180.00",652.18,225.19,721.06,0,"1,598.43"
6563,INGENIERO DE SOPORTE DE INTEGRIDAD MECÁNICA ( E ) ,4,"1,015.00","12,180.00",592.06,225.19,0,"3,388.00","4,205.25"
6564,ADMINISTRADOR DE INVENTARIO  ,3,"1,354.00","16,248.00",789.81,225.19,0,0,"1,015.00"
6565,OPERADOR DE GENERACIÓN  ,3,"1,015.00","12,180.00",641.87,225.19,597.25,0,"1,464.31"
6566,TÉCNICO ELÉCTRICO DE AIRE ACONDICIONADO  ,3,"1,015.00","12,180.00",592.06,225.19,0,0,817.25
6567,OPERADOR DE ISLA  ,3,"1,015.00","12,180.00",648.92,225.19,681.94,0,"1,556.05"
6568,OPERADOR DE ISLA ( E ) ,3,620,"7,440.00",361.68,225.19,0,513.5,"1,100.37"
6569,ASISTENTE DE CONTROL DE ACTIVOS  ,2,794.85,"9,538.20",495.06,225.19,376.73,0,"1,096.98"
6570,AYUDANTE DE CONSTRUCCIONES  ,1,620,"7,440.00",361.68,225.19,0,0,586.87
6571,OPERADOR DE ISLA ( E ) ,3,627.45,"7,529.40",386.99,225.19,251.65,"2,712.85","3,576.68"
6572,AYUDANTE DE ALMACÉN  ,1,620,"7,440.00",361.69,225.19,0,0,586.88
6573,ANALISTA DE AUDITORÍA INTERNA  ,3,"1,500.00","18,000.00",375,96.51,0,0,471.51
6574,SUPERVISOR DE SEGURIDAD Y AMBIENTE ( E ) ,5,"2,000.00","24,000.00","1,170.05",225.19,40.42,"1,505.00","2,940.66"
6575,OPERADOR DE ISLA  ,3,"1,015.00","12,180.00",642.49,225.19,604.76,0,"1,472.44"
6576,ANALISTA DE MONITOREO  ,3,916,"10,992.00",534.31,225.19,0,752.4,"1,511.90"
6577,BODEGUERO DE COMBUSTIBLE ( E ) ,2,"1,087.00","13,044.00",634.06,225.19,0,0,859.25
6578,COORDINADOR JURÍDICO  ,5,"4,000.00","48,000.00","2,333.31",225.19,0,0,"2,558.50"
6579,AYUDANTE PAV  ,1,620,"7,440.00",361.68,225.19,0,0,586.87
6580,OPERADOR DE PLANTA  ,3,"1,354.00","16,248.00",862.21,225.19,868.81,0,"1,956.21"
6581,OPERADOR DE EQUIPO PESADO  ,3,"1,150.00","13,800.00",670.81,225.19,0,0,896
6582,ANALISTA DE CONTROL DE ACTIVOS  ,3,"1,310.00","15,720.00",764.19,225.19,0,0,989.38
6583,ASISTENTE DE CONTROL DE COSTOS  ,2,916,"10,992.00",534.31,225.19,0,0,759.5
6584,INGENIERO DE SOPORTE DE CONFIABILIDAD ( E ) ,4,"1,015.00","12,180.00",593.66,225.19,19.03,"3,388.00","4,225.88"
6585,CONDUCTOR  ,1,700,"8,400.00",505.24,225.19,"1,162.80",0,"1,893.23"
6586,OPERADOR DE PLANTA  ,3,"1,015.00","12,180.00",641.83,225.19,596.9,0,"1,463.92"
6587,TÉCNICO DE SEGURIDAD Y AMBIENTE  ,3,"1,015.00","12,180.00",593.26,225.19,14.27,0,832.72
6588,AYUDANTE DE MANTENIMIENTO AMBIENTAL  ,1,620,"7,440.00",361.68,225.19,0,0,586.87
6589,AYUDANTE PAV  ,1,620,"7,440.00",361.68,225.19,0,0,586.87
6590,ANALISTA DE TI  ,3,"2,240.43","26,885.16","1,306.90",225.19,0,0,"1,532.09"
6591,AYUDANTE DE PRODUCCIÓN  ,1,"1,087.00","13,044.00",688.06,225.19,647.71,0,"1,560.96"
6592,TÉCNICO MECÁNICO PLANTA DE GENERACIÓN  ,3,"1,015.00","12,180.00",592.06,225.19,0,0,817.25
6593,OPERADOR DE PLANTA  ,3,"1,334.00","16,008.00",846.95,225.19,825.42,0,"1,897.56"
6594,OPERADOR DE PLANTA  ,3,"1,405.00","16,860.00",865.55,225.19,551.77,0,"1,642.51"
6595,GERENTE DE ACTIVO  ( S ),7,"3,850.00","46,200.00","2,245.81",225.19,0,"16,310.00","18,781.00"
6596,COORDINADOR DE MATERIALES OBSOLETOS ( E ) ,5,"2,333.33","27,999.96","1,361.08",225.19,0,0,"1,586.27"
6597,AYUDANTE DE ALMACÉN  ,1,465,"5,580.00",271.25,225.19,0,0,496.44
6598,AYUDANTE PAV  ,1,620,"7,440.00",361.68,225.19,0,0,586.87
6599,AUXILIAR DE SERVICIOS  ,1,465,"5,580.00",271.25,225.19,0,0,496.44
6600,OPERADOR TELEFÓNICO ( E ) ,2,784,"9,408.00",457.31,225.19,0,0,682.5
6601,ASISTENTE DE ARCHIVO  ,2,"1,131.00","13,572.00",680.56,225.19,249.77,0,"1,155.52"
6602,OPERADOR DE ISLA  ,3,"1,015.00","12,180.00",635.7,225.19,523.35,0,"1,384.24"
6603,TÉCNICO AGROPECUARIO  ,4,"1,920.00","23,040.00","1,120.00",225.19,0,0,"1,345.19"
6604,TÉCNICO ELÉCTRICO PLANTA DE GENERACIÓN  ,3,"1,541.00","18,492.00","1,046.30",225.19,"1,768.73",0,"3,040.22"
6605,AYUDANTE PAV  ,1,620,"7,440.00",361.68,225.19,0,0,586.87
6606,OPERADOR DE EQUIPO PESADO  ,3,"1,196.00","14,352.00",697.69,225.19,0,0,922.88
6607,GEÓLOGO  ,5,"3,800.00","45,600.00","2,216.69",225.19,0,0,"2,441.88"
6608,COORDINADOR DE MATERIALES  ,5,"2,550.00","30,600.00","1,487.50",225.19,0,0,"1,712.69"
6609,INGENIERO DE SOPORTE DE CONFIABILIDAD  ( S ),4,"1,304.36","15,652.32",760.9,225.19,0,"2,566.48","3,552.57"
6610,AYUDANTE PAV  ,1,620,"7,440.00",361.69,225.19,0,0,586.88
6611,AYUDANTE PAV  ,1,620,"7,440.00",361.68,225.19,0,0,586.87
6612,TÉCNICO MECÁNICO PLANTA DE GENERACIÓN ( E ) ,3,885,"10,620.00",523.77,225.19,90.27,910,"1,749.23"
6613,AYUDANTE DE ALMACÉN  ,1,620,"7,440.00",361.69,225.19,0,0,586.88
6614,AYUDANTE DE MANTENIMIENTO AMBIENTAL  ,1,620,"7,440.00",361.68,225.19,0,0,586.87
6615,CAPATAZ PAV ( E ) ,2,620,"7,440.00",361.69,225.19,0,604.27,"1,191.15"
6616,OPERADOR DE ISLA  ,3,"1,015.00","12,180.00",657.38,225.19,783.43,0,"1,666.00"
6617,AYUDANTE PAV  ,1,620,"7,440.00",361.68,225.19,0,0,586.87
6618,AYUDANTE DE MANTENIMIENTO  ,1,620,"7,440.00",361.68,225.19,0,0,586.87
6619,ANALISTA DE CONTROL DE COSTOS Y CONTRATOS  ,3,"1,921.00","23,052.00","1,120.56",225.19,0,0,"1,345.75"
6620,FISCALIZADOR RODA ( E ) ,5,"1,150.00","13,800.00",838.53,225.19,"2,012.50","7,455.00","10,531.22"
6621,CAPATAZ PAV ( E ) ,2,620,"7,440.00",361.69,225.19,0,604.27,"1,191.15"
6622,SUPERVISOR DE PRODUCCIÓN ( E ) ,5,"1,334.00","16,008.00",906.01,225.19,"1,534.10","4,400.87","7,066.17"
6623,SUPERVISOR DE TECNOLOGÍAS AMBIENTALES ( E ) ,5,620,"7,440.00",361.69,225.19,0,"11,165.00","11,751.88"
6624,OPERADOR DE ISLA ( E ) ,3,715.45,"8,585.40",447.41,225.19,360.74,"2,096.85","3,130.19"
6625,ASISTENTE DE CONTROL DE DOCUMENTOS ( E ) ,2,620,"7,440.00",361.68,225.19,0,469,"1,055.87"
6626,AYUDANTE DE ALMACÉN  ,1,796,"9,552.00",464.31,225.19,0,0,689.5
6627,JEFE DE TECNOLOGÍA DE LA INFORMACIÓN  ,6,"6,200.00","74,400.00","3,616.69",225.19,0,0,"3,841.88"
6628,SUPERVISOR MECÁNICO  ,5,"2,953.00","35,436.00","1,142.33",225.19,138.04,"3,115.80","4,621.36"
6629,AYUDANTE DE PRODUCCIÓN  ,1,"1,087.00","13,044.00",670.4,225.19,435.96,0,"1,331.55"
6630,OPERADOR DE ISLA ( E ) ,3,"1,087.00","13,044.00",715.28,225.19,974.37,0,"1,914.84"
6631,AYUDANTE DE PRODUCCIÓN  ,1,"1,087.00","13,044.00",687.02,225.19,635.25,0,"1,547.46"
6632,AYUDANTE DE MANTENIMIENTO  ,1,885,"10,620.00",519.25,225.19,35.95,0,780.39
6633,ESPECIALISTA DE COMUNICACIÓN INTERNA  ,4,"2,100.00","25,200.00","1,225.00",225.19,0,723.33,"2,173.52"
6634,TÉCNICO DE LEVANTAMIENTO ARTIFICIAL  ( S ),3,885,"10,620.00",518.09,225.19,22.13,"2,940.97","3,706.38"
6635,INGENIERO DE AUTOMATIZACIÓN  ,5,"2,950.00","35,400.00","1,901.09",225.19,"2,163.33",0,"4,289.61"
6636,CONDUCTOR  ,1,753,"9,036.00",555.94,225.19,"1,400.28",0,"2,181.41"
6637,OPERADOR DE PLANTA  ,3,"1,334.00","16,008.00",848.22,225.19,840.71,0,"1,914.12"
6638,TÉCNICO INSTRUMENTISTA  ,3,"1,250.00","15,000.00",730.71,225.19,18.23,0,974.13
6639,TÉCNICO DE LEVANTAMIENTO ARTIFICIAL ( E ) ,3,"1,087.00","13,044.00",634.06,225.19,0,"1,729.00","2,588.25"
6640,AYUDANTE PAV  ,1,620,"7,440.00",361.68,225.19,0,0,586.87
6641,AYUDANTE PAV  ,1,620,"7,440.00",361.68,225.19,0,0,586.87
6642,SUPERVISOR DE SEGURIDAD Y AMBIENTE ( E ) ,5,"2,337.00","28,044.00","1,382.26",225.19,228.11,931,"2,766.56"
6643,OPERADOR DE PLANTA DE GENERACIÓN ( E ) ,3,620,"7,440.00",394.51,225.19,394.29,"2,765.00","3,778.99"
6644,AYUDANTE DE SEGURIDAD Y AMBIENTE  ,1,796,"9,552.00",464.31,225.19,0,0,689.5
6645,CAPATAZ PAV ( E ) ,2,620,"7,440.00",361.69,225.19,0,604.27,"1,191.15"
6646,OPERADOR DE ISLA  ,3,"1,015.00","12,180.00",636.83,225.19,536.96,0,"1,398.98"
6647,ADMINISTRADOR DE CAMPO ( E ) ,4,763,"9,156.00",445.06,225.19,0,"5,152.00","5,822.25"
6648,AYUDANTE DE PRODUCCIÓN  ,1,627.45,"7,529.40",394.18,225.19,337.93,0,957.3
6649,OPERADOR DE PLANTA  ,3,"1,334.00","16,008.00",840.57,225.19,749,0,"1,814.76"
6650,TÉCNICO DE LEVANTAMIENTO ARTIFICIAL ( E ) ,3,"1,087.00","13,044.00",636.33,225.19,27.18,"1,729.00","2,617.70"
6651,AYUDANTE DE CONSTRUCCIONES  ,1,885,"10,620.00",518.09,225.19,22.13,0,765.41
6652,AYUDANTE DE SEGURIDAD Y AMBIENTE  ,1,796,"9,552.00",464.31,225.19,0,0,689.5
6653,AYUDANTE PAV  ,1,620,"7,440.00",361.69,225.19,0,0,586.88
6654,SUPERVISOR DE SEGURIDAD Y AMBIENTE ( E ) ,5,"2,000.00","24,000.00","1,166.69",225.19,0,"1,505.00","2,896.88"
6655,ANALISTA PROMOTOR LABORAL  ,3,"1,021.00","12,252.00",595.56,225.19,0,0,820.75
6656,AYUDANTE PAV  ,1,620,"7,440.00",361.68,225.19,0,0,586.87
6657,SUPERVISOR DE SEGURIDAD Y AMBIENTE ( E ) ,5,"3,034.00","36,408.00","1,769.81",225.19,0,0,"1,995.00"
6658,ANALISTA DE PROGRAMACIÓN DE COSTOS  ,3,"1,310.00","15,720.00",774.65,225.19,125.54,0,"1,125.38"
6659,COORDINADOR DE MATERIALES ( E ) ,5,"1,354.00","16,248.00",789.81,225.19,0,"6,974.10","7,989.10"
6660,OPERADOR DE GENERACIÓN  ,3,"1,015.00","12,180.00",636.67,225.19,534.98,0,"1,396.84"
6661,OPERADOR DE ISLA ( E ) ,3,"1,087.00","13,044.00",679.76,225.19,548.05,0,"1,453.00"
6662,OPERADOR DE EQUIPO PESADO  ,3,"1,150.00","13,800.00",670.81,225.19,0,0,896
6663,TÉCNICO DE LEVANTAMIENTO ARTIFICIAL  ,3,"2,037.00","24,444.00","1,288.94",225.19,"1,208.20",0,"2,722.33"
6664,AYUDANTE DE PRODUCCIÓN  ,1,627.45,"7,529.40",396.57,225.19,366.69,0,988.45
6665,AYUDANTE DE PRODUCCIÓN  ,1,627.45,"7,529.40",398.36,225.19,388.26,0,"1,011.81"
6666,INGENIERO DE GESTIÓN DE ACTIVOS DE AVIACIÓN  ,5,"2,953.00","35,436.00","1,727.95",225.19,64.59,0,"2,017.73"
6667,OPERADOR DE PLANTA  ,3,"1,015.00","12,180.00",697.32,225.19,"1,262.87",0,"2,185.38"
6668,ASISTENTE ADMINISTRATIVO CAMPO  ,2,916,"10,992.00",534.31,225.19,0,0,759.5
6669,AYUDANTE PAV  ,1,620,"7,440.00",361.68,225.19,0,0,586.87
6670,SUPERVISOR DE PLANTA  ,5,"4,097.00","49,164.00","2,389.94",225.19,0,0,"2,615.13"
6671,AYUDANTE DE PRODUCCIÓN  ,1,845.61,"10,147.32",493.29,225.19,0,0,718.48
6672,ANALISTA DE ORIENTACION LABORAL  ,3,916,"10,992.00",534.31,225.19,0,0,759.5
6673,CONDUCTOR ADMINISTRATIVO  ,1,648,"7,776.00",378,225.19,0,0,603.19
6674,OPERADOR DE PLANTA  ,3,"1,383.00","16,596.00",904.97,225.19,"1,178.43",0,"2,308.59"
6675,COORDINADOR DE NORMATIVA  ( S ),5,"2,686.00","32,232.00","1,566.81",225.19,0,"8,716.20","10,508.20"
6676,OPERADOR DE PLANTA DE GENERACIÓN  ,3,"1,015.00","12,180.00",595.77,225.19,44.41,0,865.37
6677,INGENIERO DE GESTIÓN DE ACTIVOS ( E ) ,5,"1,150.00","13,800.00",670.81,225.19,0,"7,455.00","8,351.00"
6678,AYUDANTE DE PRODUCCIÓN  ,1,885,"10,620.00",516.25,225.19,0,0,741.44
6679,ANALISTA DE CONTROL DE COSTOS  ,3,"1,310.00","15,720.00",764.19,225.19,0,0,989.38
6680,TÉCNICO ELÉCTRICO  ,3,"1,015.00","12,180.00",592.06,225.19,0,0,817.25
6681,OPERADOR DE PLANTA DE GENERACIÓN  ,3,"1,015.00","12,180.00",656.48,225.19,772.91,0,"1,654.58"
6682,AYUDANTE DE MANTENIMIENTO  ,1,900.57,"10,806.84",525.35,225.19,0,0,750.54
6683,OPERADOR DE PLANTA  ,3,"1,334.00","16,008.00",848.21,225.19,840.71,0,"1,914.11"
6684,AYUDANTE PAV  ,1,620,"7,440.00",361.68,225.19,0,0,586.87
6685,AYUDANTE DE MANTENIMIENTO AMBIENTAL  ,1,620,"7,440.00",361.68,225.19,0,0,586.87
6686,AYUDANTE DE CONSTRUCCIONES  ,1,620,"7,440.00",361.68,225.19,0,0,586.87
6687,AYUDANTE PAV  ,1,620,"7,440.00",361.69,225.19,0,0,586.88
6688,AYUDANTE PAV  ,1,620,"7,440.00",361.68,225.19,0,0,586.87
6689,AYUDANTE DE PRODUCCIÓN  ,1,"1,087.00","13,044.00",693.24,225.19,709.97,0,"1,628.40"
6690,AYUDANTE DE CONSTRUCCIONES  ,1,885,"10,620.00",516.25,225.19,0,0,741.44
6691,AYUDANTE DE MANTENIMIENTO  ,1,620,"7,440.00",367.97,225.19,75.51,0,668.67
6692,ADMINISTRADOR DE CAMPO  ,4,"1,700.00","20,400.00",991.69,225.19,0,0,"1,216.88"
6693,INGENIERO DE AUTOMATIZACIÓN Y CONTROL  ,5,"2,215.00","26,580.00","1,292.06",225.19,0,0,"1,517.25"
6694,TÉCNICO DE LABORATORIO  ,3,"1,354.00","16,248.00",274.55,78.28,0,0,352.83
6695,OPERADOR DE EQUIPO ( E ) ,3,465,"5,580.00",271.25,225.19,0,"3,850.00","4,346.44"
6696,AYUDANTE DE MANTENIMIENTO AMBIENTAL  ,1,620,"7,440.00",361.68,225.19,0,0,586.87
6697,AYUDANTE DE MANTENIMIENTO AMBIENTAL  ,1,620,"7,440.00",361.68,225.19,0,0,586.87
6698,AYUDANTE AUTOMOTRIZ  ,1,465,"5,580.00",271.25,225.19,0,0,496.44
6699,INGENIERO DE OPERACIONES Y COMPLETACIÓN ( E ) ,5,"1,722.00","20,664.00","1,090.86",225.19,"1,036.25","4,009.73","6,362.03"
6700,ESPECIALISTA DE SEGURIDAD Y AMBIENTE ( E ) ,4,"1,100.00","13,200.00",641.69,225.19,0,"2,793.00","3,659.88"
6701,AYUDANTE PAV  ,1,620,"7,440.00",361.69,225.19,0,0,586.88
6702,CAPATAZ PAV ( E ) ,2,620,"7,440.00",361.69,225.19,0,604.27,"1,191.15"
6703,TÉCNICO FUERA DE BORDA  ,3,"1,015.00","12,180.00",561.05,213.39,0,0,774.44
6704,MENSAJERO  ,1,784,"9,408.00",457.31,225.19,0,0,682.5
6705,SUPERVISOR DE REMEDIACIÓN  ,5,"2,953.00","35,436.00","1,722.56",225.19,0,0,"1,947.75"
6706,ANALISTA DE NOMINA  ,3,"1,215.00","14,580.00",708.75,225.19,0,0,933.94
6707,TÉCNICO MECÁNICO  ,3,"1,015.00","12,180.00",616.18,225.19,289.17,0,"1,130.54"
6708,OPERADOR DE ISLA  ,3,"1,015.00","12,180.00",633.05,225.19,491.63,0,"1,349.87"
6709,AYUDANTE DE SEGURIDAD Y AMBIENTE  ,1,620,"7,440.00",361.68,225.19,0,0,586.87
6710,AYUDANTE DE PRODUCCIÓN  ,1,"1,087.00","13,044.00",684.94,225.19,610.33,0,"1,520.46"
6711,TÉCNICO ELÉCTRICO  ,3,"1,015.00","12,180.00",592.07,225.19,0,0,817.26
6712,OPERADOR DE AUTOBOMBA  ,2,"1,334.00","16,008.00",778.19,225.19,0,0,"1,003.38"
6713,ANALISTA DE ORIENTACION LABORAL  ,3,916,"10,992.00",534.31,225.19,0,0,759.5
6714,TÉCNICO ELÉCTRICO  ,3,"1,015.00","12,180.00",631.15,225.19,468.89,0,"1,325.23"
6715,RESERVORISTA  ,5,"3,363.00","40,356.00","1,975.76",225.19,168.16,0,"2,369.11"
6716,TÉCNICO MECÁNICO  ,3,"1,354.00","16,248.00",798.73,225.19,107.05,0,"1,130.97"
6717,TÉCNICO MECÁNICO PLANTA DE GENERACIÓN  ,3,"1,250.00","15,000.00",797,225.19,813.8,0,"1,835.99"
6718,INGENIERO DE CORROSIÓN Y QUÍMICOS  ,5,"2,953.00","35,436.00","1,410.86",184.44,0,0,"1,595.30"
6719,OPERADOR DE EQUIPO ( E ) ,3,715.45,"8,585.40",417.34,225.19,0,"2,096.85","2,739.38"
6720,AYUDANTE DE MANTENIMIENTO AMBIENTAL  ,1,620,"7,440.00",361.68,225.19,0,0,586.87
6721,AYUDANTE DE CONSTRUCCIONES  ,1,620,"7,440.00",361.68,225.19,0,0,586.87
6722,COORDINADOR DE PROYECTOS ( E ) ,5,"3,200.00","38,400.00","1,866.69",225.19,0,0,"2,091.88"
6723,ANALISTA DE AUDITORÍA INTERNA  ,3,"1,500.00","18,000.00",875,225.19,0,0,"1,100.19"
6724,TÉCNICO MECÁNICO  ,3,"1,320.00","15,840.00",770,225.19,0,0,995.19
6725,ANALISTA DE TI  ,3,"1,224.75","14,697.00",716.34,225.19,22.96,0,964.49
6726,INGENIERO DE SOPORTE DE CONSTRUCCIONES  ,4,"2,470.00","29,640.00","1,455.82",225.19,180.1,0,"1,861.11"
6727,AUXILIAR DE SERVICIOS  ,1,620,"7,440.00",392.23,225.19,366.82,0,984.24
6728,ANALISTA DE CONTROL DE COSTOS  ,3,"1,300.00","15,600.00",758.31,225.19,0,0,983.5
6729,COORDINADOR DE CONTROL DE ACTIVOS  ,5,"2,860.00","34,320.00","1,668.31",225.19,0,0,"1,893.50"
6730,OPERADOR DE ISLA  ,3,"1,815.00","21,780.00","1,188.09",225.19,"1,552.20",0,"2,965.48"
6731,ASISTENTE DE LOGISTICA DE PERSONAL (COCA)  ,2,"1,597.00","19,164.00",931.56,225.19,0,0,"1,156.75"
6732,ANALISTA DE RECURSOS HUMANOS ( E ) ,3,620,"7,440.00",361.69,225.19,0,"1,185.00","1,771.88"
6733,AYUDANTE DE SEGURIDAD Y AMBIENTE  ,1,796,"9,552.00",464.31,225.19,0,0,689.5
